time,VS,HS,TS,IH,IT,IC,OT,OH,OC
2024/1/9 21:10,1,1,1,86.29,15.13,2924,17.02,92.28,569
2024/1/9 21:20,1,0,1,86.46,15.41,2850,16.85,92.63,544
2024/1/9 21:30,1,0,1,86.9,15.68,2867,16.75,92.94,534
2024/1/9 21:40,1,0,1,87.35,15.92,2918,16.71,93.16,525
2024/1/9 21:50,1,0,1,87.77,16.16,2981,16.52,93.52,521
2024/1/9 22:00,1,0,1,88.09,16.39,3042,16.32,93.71,522
2024/1/9 22:10,1,0,1,88.33,16.58,3122,16.08,93.79,524
2024/1/9 22:20,1,0,1,88.47,16.76,3206,15.85,94.07,525
2024/1/9 22:30,1,0,1,88.58,16.96,3288,15.72,94.4,533
2024/1/9 22:40,1,0,1,88.67,17.13,3360,15.61,94.68,542
2024/1/9 22:50,1,0,1,88.72,17.31,3433,15.52,94.81,540
2024/1/9 23:00,1,0,1,88.78,17.46,3519,15.35,94.74,540
2024/1/9 23:10,1,0,1,88.8,17.62,3598,15.27,94.76,540
2024/1/9 23:20,1,0,1,88.8,17.78,3674,15.15,94.84,538
2024/1/9 23:30,1,0,1,88.8,17.93,3743,15.05,94.74,538
2024/1/9 23:40,1,0,1,88.81,18.05,3823,15,95.02,540
2024/1/9 23:50,1,0,1,88.8,18.2,3897,15.02,95.24,539
2024/1/10 0:00,1,0,1,88.8,18.34,3964,15.16,95.51,538
2024/1/10 0:10,0,0,1,88.81,18.46,4043,15.33,95.7,538
2024/1/10 0:20,0,0,1,88.87,18.61,4140,15.46,95.71,536
2024/1/10 0:30,0,0,1,88.83,18.76,4234,15.67,95.64,534
2024/1/10 0:40,0,0,1,88.78,18.92,4312,15.86,95.08,528
2024/1/10 0:50,0,0,1,88.73,19.05,4366,15.67,94.91,527
2024/1/10 1:00,0,0,1,88.7,19.18,4409,15.46,95.11,530
2024/1/10 1:10,0,0,1,88.63,19.32,4460,15.33,95.19,531
2024/1/10 1:20,0,0,1,88.65,19.44,4512,15.3,95.19,531
2024/1/10 1:30,0,0,1,88.7,19.56,4611,15.3,95.19,531
2024/1/10 1:40,0,0,1,88.69,19.68,4707,15.34,95.36,530
2024/1/10 1:50,0,0,1,88.67,19.82,4790,15.57,94.61,527
2024/1/10 2:00,0,0,1,88.62,19.96,4883,15.79,93.38,522
2024/1/10 2:10,0,0,1,88.6,20.07,4976,16.08,91.36,517
2024/1/10 2:20,0,0,1,88.56,20.17,5000,15.92,91.81,514
2024/1/10 2:30,0,0,1,89.11,20.04,5000,15.85,91.81,513
2024/1/10 2:40,0,0,1,89.69,19.92,5000,15.8,91.57,514
2024/1/10 2:50,0,0,1,90.19,19.8,5000,15.81,91.17,511
2024/1/10 3:00,0,0,1,90.63,19.7,5000,15.8,91.1,509
2024/1/10 3:10,0,0,1,90.94,19.66,5000,15.7,91.3,510
2024/1/10 3:20,0,0,1,91.19,19.6,5000,15.41,92.11,512
2024/1/10 3:30,0,0,1,91.35,19.6,5000,15.67,90.61,515
2024/1/10 3:40,0,0,1,91.48,19.6,5000,15.56,90.43,513
2024/1/10 3:50,0,0,1,91.54,19.6,5000,15.24,91.69,510
2024/1/10 4:00,0,0,1,91.62,19.6,5000,15.08,92.11,509
2024/1/10 4:10,0,0,1,91.7,19.6,5000,15.06,91.57,508
2024/1/10 4:20,0,0,1,91.76,19.64,5000,14.78,92.36,507
2024/1/10 4:30,0,0,1,91.79,19.69,5000,14.66,93.07,509
2024/1/10 4:40,0,0,1,91.79,19.7,5000,14.5,93.47,513
2024/1/10 4:50,0,0,1,91.8,19.7,5000,14.26,93.64,517
2024/1/10 5:00,0,0,1,91.74,19.75,5000,13.99,93.62,520
2024/1/10 5:10,0,0,1,91.7,19.77,5000,13.86,93.95,524
2024/1/10 5:20,0,0,1,91.67,19.8,5000,13.74,94.2,526
2024/1/10 5:30,0,0,1,91.6,19.8,5000,13.66,94.39,527
2024/1/10 5:40,0,0,1,91.55,19.83,5000,13.53,94.4,524
2024/1/10 5:50,0,0,1,91.51,19.85,5000,13.44,94.56,526
2024/1/10 6:00,0,0,1,91.47,19.9,5000,13.34,94.57,535
2024/1/10 6:10,0,0,1,91.4,19.9,5000,13.23,94.65,541
2024/1/10 6:20,0,0,1,91.33,19.91,5000,13.23,94.79,550
2024/1/10 6:30,0,0,1,91.22,19.93,5000,13.25,94.89,557
2024/1/10 6:40,0,0,1,91.2,19.96,5000,13.37,95,560
2024/1/10 6:50,0,0,1,91.14,19.99,5000,13.54,94.95,559
2024/1/10 7:00,0,0,1,91.09,20,5000,13.82,94.72,553
2024/1/10 7:10,0,0,1,91.06,20,5000,14.26,94.42,543
2024/1/10 7:20,0,0,1,91.01,20.06,5000,14.85,93.69,529
2024/1/10 7:30,0,0,1,91.01,20.1,5000,15.61,92.44,532
2024/1/10 7:40,0,0,1,91.02,20.11,5000,16.38,89.29,593
2024/1/10 7:50,0,0,1,91.05,20.19,5000,17.06,84.09,568
2024/1/10 8:00,0,0,1,91,20.23,5000,17.41,83.11,538
2024/1/10 8:10,0,0,1,90.99,20.29,5000,17.48,82.24,516
2024/1/10 8:20,0,0,1,91.06,20.3,5000,17.94,79.81,501
2024/1/10 8:30,0,0,1,91.12,20.34,5000,18.46,75.92,499
2024/1/10 8:40,0,0,1,91.14,20.4,5000,18.71,74.76,492
2024/1/10 8:50,0,0,0,91.14,20.46,5000,19,73.61,487
2024/1/10 9:00,0,0,1,90.5,20.72,5000,19.41,71.43,491
2024/1/10 9:10,0,0,0,90.12,21,5000,19.62,69.12,474
2024/1/10 9:20,0,0,0,89.83,21.24,5000,19.93,67.76,479
2024/1/10 9:30,0,0,0,89.55,21.46,5000,20.15,66.59,486
2024/1/10 9:40,0,0,0,89.28,21.67,5000,20.32,65.7,500
2024/1/10 9:50,0,0,0,89.06,21.86,5000,20.75,64.35,486
2024/1/10 10:00,0,0,0,88.9,22.02,5000,20.73,63.92,459
2024/1/10 10:10,0,0,0,88.74,22.19,5000,21.12,63.16,452
2024/1/10 10:20,0,0,0,88.53,22.36,5000,21.65,61.04,444
2024/1/10 10:30,0,0,0,87.74,22.49,5000,21.69,60.03,440
2024/1/10 10:40,0,0,0,87.41,22.71,5000,21.45,60.64,440
2024/1/10 10:50,0,0,0,87.39,22.89,5000,21.27,61.02,436
2024/1/10 11:00,0,0,0,87.32,23.06,5000,21.72,59.35,435
2024/1/10 11:10,0,0,0,87.19,23.23,5000,21.83,58.7,434
2024/1/10 11:20,0,0,0,87.12,23.39,5000,22.48,56.87,431
2024/1/10 11:30,0,0,0,86.98,23.55,5000,22.46,57.94,427
2024/1/10 11:40,0,0,0,86.85,23.73,5000,22.73,56.43,427
2024/1/10 11:50,0,0,0,86.77,23.87,5000,22.74,56.46,431
2024/1/10 12:00,0,0,0,86.44,23.99,5000,22.61,56.7,433
2024/1/10 12:10,0,0,0,86.47,24.12,5000,22.66,55.93,432
2024/1/10 12:20,0,0,0,86.48,24.24,5000,22.98,54.85,431
2024/1/10 12:30,0,0,0,86.44,24.35,5000,23.28,54.1,426
2024/1/10 12:40,0,0,0,86.37,24.47,5000,23.04,54.33,421
2024/1/10 12:50,0,0,0,86.35,24.59,5000,23,54.89,419
2024/1/10 13:00,0,1,0,86.23,24.72,5000,22.88,53.63,419
2024/1/10 13:10,0,1,0,84.32,24.8,5000,23.14,53.41,421
2024/1/10 13:20,0,1,0,79.06,24.81,5000,23.27,53.58,429
2024/1/10 13:30,0,1,0,73.34,24.69,5000,23.26,53.78,468
2024/1/10 13:40,0,1,0,77.42,24.8,5000,23.27,53.51,428
2024/1/10 13:50,0,1,0,79.93,24.95,5000,23.12,53.54,422
2024/1/10 14:00,0,1,0,81.5,25.11,5000,23.24,52.63,417
2024/1/10 14:10,0,1,0,82.46,25.26,5000,23.27,53.64,423
2024/1/10 14:20,0,1,0,83.1,25.43,5000,23.17,54.04,420
2024/1/10 14:30,0,1,0,83.52,25.57,5000,23.27,53.35,418
2024/1/10 14:40,0,1,0,83.73,25.73,5000,23.21,53.92,416
2024/1/10 14:50,0,1,0,83.92,25.86,5000,23.3,53.4,414
2024/1/10 15:00,0,1,0,84.06,25.98,5000,23.23,55.04,413
2024/1/10 15:10,0,1,0,84.07,26.14,5000,23.01,54.24,413
2024/1/10 15:20,0,1,0,84.14,26.24,5000,22.86,55.07,416
2024/1/10 15:30,0,1,0,77.55,26.15,5000,22.52,56.3,422
2024/1/10 15:40,0,1,0,74.93,26.1,5000,22.2,57.46,427
2024/1/10 15:50,0,1,0,77.81,26.25,5000,21.99,57.45,431
2024/1/10 16:00,0,1,0,79.66,26.39,5000,21.62,59.01,468
2024/1/10 16:10,0,1,0,82.21,26.53,5000,21.35,59.4,441
2024/1/10 16:20,0,1,0,89.11,26.5,5000,21.06,60.01,437
2024/1/10 16:30,0,1,0,92.21,26.61,5000,20.74,60.87,436
2024/1/10 16:40,0,1,0,91.56,26.62,5000,20.31,61.2,439
2024/1/10 16:50,0,1,0,88.98,26.82,5000,20.12,61.72,440
2024/1/10 17:00,0,1,0,87.16,27.05,5000,19.78,62.82,446
2024/1/10 17:10,0,1,0,86.25,27.18,5000,19.52,63.27,453
2024/1/10 17:20,0,1,0,84.24,27.24,5000,19.25,64.12,456
2024/1/10 17:30,0,1,0,83.92,27.4,5000,19.1,64.11,456
2024/1/10 17:40,0,1,0,84.02,27.52,5000,18.94,64.46,456
2024/1/10 17:50,0,1,0,77.2,27.34,5000,18.68,65.24,461
2024/1/10 18:00,0,1,0,77.77,27.17,4999,18.38,65.91,468
2024/1/10 18:10,0,1,0,87.59,27.14,4999,18.01,67.03,470
2024/1/10 18:20,0,0,0,91.72,27.3,5000,17.6,67.98,472
2024/1/10 18:30,0,0,0,91.73,27.34,5000,17.16,69.39,474
2024/1/10 18:40,0,0,0,89.04,27.57,5000,17.1,68.83,472
2024/1/10 18:50,0,0,0,89.86,27.79,5000,16.75,69.72,475
2024/1/10 19:00,0,0,0,92.13,27.8,5000,16.46,71.87,480
2024/1/10 19:10,0,0,0,90.35,27.89,5000,16.5,70.3,481
2024/1/10 19:20,0,0,0,88.39,28.14,5000,16.05,71.52,481
2024/1/10 19:30,0,0,0,90.63,28.17,5000,15.6,73.8,483
2024/1/10 19:40,0,1,0,86.1,28.14,5000,15.27,77.27,502
2024/1/10 19:50,0,1,0,78.51,27.93,5000,15.09,80.85,684
2024/1/10 20:00,0,1,0,80.48,28.1,5000,14.8,81.05,574
2024/1/10 20:10,0,1,0,81.88,28,5000,14.13,84.08,539
2024/1/10 20:20,0,1,0,83.05,27.9,5000,13.97,85.94,539
2024/1/10 20:30,0,1,0,83.89,27.83,5000,14.33,86.22,536
2024/1/10 20:40,0,1,0,84.33,27.8,5000,14.45,85.11,532
2024/1/10 20:50,0,1,0,84.68,27.8,5000,14.56,82.71,529
2024/1/10 21:00,0,1,0,84.91,27.8,5000,14.91,79.53,520
2024/1/10 21:10,0,1,0,85.2,27.78,5000,15.34,75.79,507
2024/1/10 21:20,0,1,0,79.72,27.45,5000,15.19,76.98,508
2024/1/10 21:30,0,1,0,76.56,27.17,5000,15.53,74.45,543
2024/1/10 21:40,0,1,0,79.89,27.25,5000,15.14,76.85,558
2024/1/10 21:50,0,1,0,81.94,27.3,5000,15.09,76.04,514
2024/1/10 22:00,0,1,0,83.24,27.39,5000,15.22,75.44,499
2024/1/10 22:10,0,1,0,84.12,27.4,5000,14.94,76.84,496
2024/1/10 22:20,0,1,0,84.72,27.43,5000,14.72,77.12,499
2024/1/10 22:30,0,1,0,85.11,27.48,5000,14.76,76.17,501
2024/1/10 22:40,0,0,0,85.39,27.5,5000,14.98,74.71,499
2024/1/10 22:50,0,0,0,85.58,27.5,5000,15.01,74.59,496
2024/1/10 23:00,0,1,0,84.67,27.46,5000,14.64,77.24,497
2024/1/10 23:10,0,1,0,75.75,26.97,5000,14.64,78.08,561
2024/1/10 23:20,0,1,0,79.15,27.09,5000,14.68,75.83,598
2024/1/10 23:30,0,1,0,81.55,27.13,5000,14.71,74.05,514
2024/1/10 23:40,0,1,0,83.08,27.2,5000,14.62,75.74,510
2024/1/10 23:50,0,1,0,84.13,27.25,5000,14.83,73.98,509
2024/1/11 0:00,0,1,0,84.83,27.3,5000,14.99,72.77,506
2024/1/11 0:10,0,1,0,85.33,27.33,5000,14.97,73.09,504
2024/1/11 0:20,0,1,0,85.68,27.4,5000,14.95,72.85,500
2024/1/11 0:30,0,1,0,85.94,27.4,5000,14.94,73.58,500
2024/1/11 0:40,0,1,0,85.08,27.37,5000,14.84,73.26,501
2024/1/11 0:50,0,1,0,75.81,26.84,5000,14.85,72.15,512
2024/1/11 1:00,0,1,0,79.22,26.96,5000,14.76,72.03,524
2024/1/11 1:10,0,1,0,81.77,27.03,5000,14.78,72.61,514
2024/1/11 1:20,0,1,0,83.4,27.11,5000,14.76,72.16,510
2024/1/11 1:30,0,1,0,84.5,27.18,5000,14.66,73.23,509
2024/1/11 1:40,0,1,0,85.24,27.22,5000,14.73,71.51,507
2024/1/11 1:50,0,0,0,85.73,27.3,5000,14.63,71.6,505
2024/1/11 2:00,0,0,0,86.07,27.31,5000,14.34,72.47,503
2024/1/11 2:10,0,1,0,86.34,27.39,5000,14.16,73.09,502
2024/1/11 2:20,0,1,0,82.61,27.17,5000,13.8,75.85,505
2024/1/11 2:30,0,1,0,76.98,26.79,5000,14.04,73.25,508
2024/1/11 2:40,0,1,0,80.43,26.93,5000,14.11,73.31,508
2024/1/11 2:50,0,1,0,82.65,27.01,5000,14.07,73.17,501
2024/1/11 3:00,0,1,0,84.04,27.1,5000,14.07,73.13,503
2024/1/11 3:10,0,1,0,84.93,27.14,5000,14.09,72.68,503
2024/1/11 3:20,0,1,0,85.56,27.2,5000,13.98,75.46,509
2024/1/11 3:30,0,0,0,86.02,27.24,5000,14.06,73.8,513
2024/1/11 3:40,0,0,0,86.29,27.3,5000,14.09,73.82,506
2024/1/11 3:50,0,0,0,86.52,27.32,5000,13.89,75.22,505
2024/1/11 4:00,0,1,0,83.21,27.16,5000,13.86,73.27,503
2024/1/11 4:10,0,1,0,76.38,26.74,5000,13.84,73.65,532
2024/1/11 4:20,0,1,0,80.21,26.88,5000,13.59,75.35,553
2024/1/11 4:30,0,1,0,82.63,26.98,5000,13.42,75.51,534
2024/1/11 4:40,0,1,0,84.16,27.06,5000,13.04,78.08,528
2024/1/11 4:50,0,1,0,85.14,27.12,5000,12.88,77.51,528
2024/1/11 5:00,0,1,0,85.77,27.2,5000,13.05,75.17,520
2024/1/11 5:10,0,0,0,86.22,27.26,5000,12.67,78.46,516
2024/1/11 5:20,0,0,0,86.54,27.3,5000,12.18,82.42,522
2024/1/11 5:30,0,0,0,86.79,27.38,5000,11.99,83.81,523
2024/1/11 5:40,0,1,0,81.41,27.06,5000,11.51,86.84,549
2024/1/11 5:50,0,1,0,82.24,26.66,5000,11.52,88.91,800
2024/1/11 6:00,0,1,0,89.97,26.62,5000,11.29,89.05,648
2024/1/11 6:10,0,0,0,91.75,26.71,5000,11.35,88.85,599
2024/1/11 6:20,0,0,0,90.48,26.89,5000,11.4,89.16,575
2024/1/11 6:30,0,0,0,89.34,27.06,5000,11.52,89.22,567
2024/1/11 6:40,0,0,0,88.82,27.18,5000,11.83,87.46,553
2024/1/11 6:50,0,0,0,88.51,27.28,5000,12.02,87.68,551
2024/1/11 7:00,0,0,0,88.35,27.33,5000,12.41,84.64,547
2024/1/11 7:10,0,1,0,83.23,26.92,5000,12.99,81.89,552
2024/1/11 7:20,0,1,0,86.8,26.6,5000,13.82,78.67,632
2024/1/11 7:30,0,0,0,91.38,26.67,5000,14.71,71.42,601
2024/1/11 7:40,0,0,0,92.64,26.9,5000,15.59,67.81,525
2024/1/11 7:50,0,0,0,93.13,27.07,5000,16.29,63.87,508
2024/1/11 8:00,0,0,0,93.41,27.25,5000,16.6,61.44,497
2024/1/11 8:10,0,0,0,93.63,27.39,5000,16.71,63.97,490
2024/1/11 8:20,0,0,0,93.74,27.4,5000,16.56,62.17,478
2024/1/11 8:30,0,0,0,93.62,27.33,5000,17,60.59,476
2024/1/11 8:40,0,0,0,90.28,26.51,5000,17.59,58.61,476
2024/1/11 8:50,0,0,0,92.25,26.77,5000,17.71,55.72,479
2024/1/11 9:00,0,0,0,91.79,27.03,5000,17.89,54.66,476
2024/1/11 9:10,0,0,0,90.04,27.43,5000,17.66,52.95,477
2024/1/11 9:20,0,0,0,88.5,27.75,5000,17.64,54.51,478
2024/1/11 9:30,0,0,0,87.28,28.1,5000,17.95,52.18,478
2024/1/11 9:40,0,0,0,90.23,28.15,5000,18.3,50.28,475
2024/1/11 9:50,0,0,0,91.78,28.33,5000,18.58,48.5,472
2024/1/11 10:00,0,0,0,90.48,28.61,5000,19.27,50.86,462
2024/1/11 10:10,0,0,0,89.55,28.91,5000,19.5,47.18,465
2024/1/11 10:20,0,0,0,89,29.15,5000,19.57,48.44,463
2024/1/11 10:30,0,0,0,87.89,29.3,5000,19.61,47.47,457
2024/1/11 10:40,0,0,0,83.94,28.84,5000,19.86,46.19,504
2024/1/11 10:50,0,0,0,84.72,28.67,5000,19.98,45.99,456
2024/1/11 11:00,0,0,0,86.07,28.6,5000,19.96,47.63,448
2024/1/11 11:10,0,0,0,86.82,28.68,5000,19.79,47.31,447
2024/1/11 11:20,0,0,0,87.59,28.79,5000,19.86,49.34,447
2024/1/11 11:30,0,0,0,88.25,28.94,5000,20.46,47.17,449
2024/1/11 11:40,0,0,0,88.58,29.09,5000,20.8,47.41,451
2024/1/11 11:50,0,0,0,82.1,28.56,5000,20.35,46.91,447
2024/1/11 12:00,0,0,0,83.62,28.5,5000,20.66,48.75,446
2024/1/11 12:10,0,0,0,86.26,28.63,5000,21.15,46.36,442
2024/1/11 12:20,0,0,0,87.58,28.76,5000,21.41,47.24,437
2024/1/11 12:30,0,0,0,88.38,28.89,5000,21.63,47.02,435
2024/1/11 12:40,0,0,0,88.86,29.01,5000,21.65,47.12,434
2024/1/11 12:50,0,0,0,89.2,29.12,5000,21.34,47.55,432
2024/1/11 13:00,0,0,0,89.42,29.22,5000,21.72,48.12,430
2024/1/11 13:10,0,0,0,89.48,29.31,5000,21.68,47.99,427
2024/1/11 13:20,0,1,0,85.95,29.15,5000,21.5,48.72,424
2024/1/11 13:30,0,1,0,81.6,28.83,5000,21.92,48.47,425
2024/1/11 13:40,0,0,0,85.65,29.03,5000,21.33,50.35,423
2024/1/11 13:50,0,0,0,87.5,29.17,5000,21.42,50.02,422
2024/1/11 14:00,0,0,0,88.46,29.31,5000,21.12,50.93,423
2024/1/11 14:10,0,1,0,86.99,29.21,5000,20.85,52.82,425
2024/1/11 14:20,0,1,0,79.11,28.28,5000,21.41,50.23,432
2024/1/11 14:30,0,1,0,79.65,28,5000,21.69,50.56,432
2024/1/11 14:40,0,1,0,82.27,28.06,5000,21.32,51.47,424
2024/1/11 14:50,0,1,0,84.6,28.22,5000,20.96,53.2,421
2024/1/11 15:00,0,1,0,82.02,28.15,5000,20.97,53.42,422
2024/1/11 15:10,0,1,0,82.03,28.1,5000,20.66,54.42,424
2024/1/11 15:20,0,1,0,85.65,28.32,5000,20.34,56.35,427
2024/1/11 15:30,0,0,0,87.16,28.5,5000,20.11,56.91,427
2024/1/11 15:40,0,0,0,86.7,28.53,5000,20.06,55.86,429
2024/1/11 15:50,0,0,0,87.95,28.73,5000,19.61,59.19,428
2024/1/11 16:00,0,0,0,88.69,28.88,5000,19.09,62.79,430
2024/1/11 16:10,0,0,0,89.07,29.03,5000,18.5,65.6,436
2024/1/11 16:20,0,0,0,89.34,29.15,5000,18.12,68.45,438
2024/1/11 16:30,0,0,0,89.3,29.28,5000,17.96,70.45,440
2024/1/11 16:40,0,0,0,88.51,29.32,5000,17.7,71.92,450
2024/1/11 16:50,0,1,0,77.66,27.98,5000,17.41,73.82,521
2024/1/11 17:00,0,1,0,83.12,27.28,5000,17.26,76.17,604
2024/1/11 17:10,0,1,0,87.43,27.14,5000,17.15,76.97,609
2024/1/11 17:20,0,0,0,90.18,27.31,5000,17.25,76.48,559
2024/1/11 17:30,0,0,0,89.53,27.67,5000,16.65,79.29,577
2024/1/11 17:40,0,0,0,89.2,27.95,5000,16.45,79.98,611
2024/1/11 17:50,0,0,0,87.34,27.95,5000,16.46,80.69,557
2024/1/11 18:00,0,0,0,87.58,27.59,5000,16.49,78.72,542
2024/1/11 18:10,0,0,0,90.53,27.78,5000,16.23,81.22,597
2024/1/11 18:20,0,0,0,87.71,27.73,5000,15.8,83.79,676
2024/1/11 18:30,0,1,0,82.84,26.95,5000,15.37,85.18,670
2024/1/11 18:40,0,1,0,86.96,26.65,5000,14.99,86.42,641
2024/1/11 18:50,0,0,0,89.47,26.66,5000,14.68,87.3,624
2024/1/11 19:00,0,0,0,89.77,26.88,5000,14.32,87.94,603
2024/1/11 19:10,0,0,0,85.66,26.7,5000,14.12,88.73,626
2024/1/11 19:20,0,0,0,89.09,26.67,5000,14.06,89.57,883
2024/1/11 19:30,0,0,0,90.34,26.95,5000,13.84,89.45,734
2024/1/11 19:40,0,0,0,90,27.27,5000,13.89,89.93,666
2024/1/11 19:50,0,0,0,89.49,27.41,5000,13.88,89.78,627
2024/1/11 20:00,0,0,0,83.66,26.71,5000,13.87,89.93,606
2024/1/11 20:10,0,1,0,85.9,26.19,5000,13.9,90.25,598
2024/1/11 20:20,0,1,0,86.31,25.46,5000,14.1,89.9,692
2024/1/11 20:30,0,0,0,90.16,25.85,5000,14.07,90.54,801
2024/1/11 20:40,0,0,0,89.81,26.22,5000,13.86,90.53,697
2024/1/11 20:50,0,0,0,88.06,26.28,5000,13.78,90.41,648
2024/1/11 21:00,0,0,0,83.83,25.66,5000,13.82,90.37,622
2024/1/11 21:10,0,1,0,84.55,24.84,5000,13.87,90.47,616
2024/1/11 21:20,0,0,0,88.81,24.88,5000,14.23,87.88,641
2024/1/11 21:30,0,0,0,90.09,25.26,5000,14.06,88.69,643
2024/1/11 21:40,0,0,0,89.68,25.66,5000,13.85,90.12,624
2024/1/11 21:50,0,0,0,88.78,25.85,5000,13.83,90.53,613
2024/1/11 22:00,0,1,0,82.68,24.57,5000,14.13,89.14,627
2024/1/11 22:10,0,1,0,87.91,24.58,5000,14.36,88.52,682
2024/1/11 22:20,0,0,0,90.27,24.81,5000,14.25,88.56,639
2024/1/11 22:30,0,0,0,89.82,25.16,5000,14.21,89.72,593
2024/1/11 22:40,0,0,0,89.86,25.49,5000,14.19,89.91,598
2024/1/11 22:50,0,0,0,85.49,25.08,5000,14.16,89.82,587
2024/1/11 23:00,0,1,0,84.09,23.79,5000,14.23,90.12,695
2024/1/11 23:10,0,0,0,88.84,24.02,5000,14.42,89.03,689
2024/1/11 23:20,0,0,0,90.28,24.28,5000,14.4,88.49,599
2024/1/11 23:30,0,0,0,89.79,24.65,5000,14.29,89.32,573
2024/1/11 23:40,0,0,0,87.66,24.62,5000,14.14,90.17,585
2024/1/11 23:50,0,0,0,87.3,24.61,4839,14.3,89.53,729
2024/1/12 0:00,0,0,0,88.69,24.88,4935,14.35,87.9,573
2024/1/12 0:10,0,0,1,84.11,24.41,5000,14.28,88.99,604
2024/1/12 0:20,0,1,0,84.76,23.87,5000,14.17,89.97,590
2024/1/12 0:30,0,1,0,87.61,23.6,5000,14.14,90.1,592
2024/1/12 0:40,0,1,0,88.74,23.17,5000,14.14,90.09,614
2024/1/12 0:50,1,0,0,90.4,23.19,4934,14.29,90.65,812
2024/1/12 1:00,1,0,0,86.92,24.46,5000,13.9,91.02,613
2024/1/12 1:10,1,1,0,85.29,23.32,4805,14.19,88.6,602
2024/1/12 1:20,1,0,0,88.96,23.39,4707,14.35,87.66,585
2024/1/12 1:30,1,0,0,90.51,23.56,4987,14.02,90.07,619
2024/1/12 1:40,1,0,0,87.22,23.38,4789,13.82,89.66,595
2024/1/12 1:50,1,0,0,86.7,23.31,3561,13.87,88.12,558
2024/1/12 2:00,0,0,0,89.31,23.74,3670,13.73,89.68,600
2024/1/12 2:10,0,0,0,89.95,23.99,4183,13.68,90.49,587
2024/1/12 2:20,0,0,0,86.34,23.64,4754,13.62,91.36,601
2024/1/12 2:30,1,0,0,83.35,23.19,5000,13.65,91.51,591
2024/1/12 2:40,1,1,1,83.03,21.77,4353,13.73,91.53,591
2024/1/12 2:50,1,0,0,89.43,22.06,3652,13.8,91.88,737
2024/1/12 3:00,0,0,0,90.52,22.5,4008,13.83,91.41,630
2024/1/12 3:10,0,0,0,90.41,22.93,4550,13.85,90.62,575
2024/1/12 3:20,0,0,0,90.86,23.27,4972,13.82,90.91,561
2024/1/12 3:30,0,0,0,89.46,23.21,4928,13.73,91.71,577
2024/1/12 3:40,1,0,0,87.63,22.99,3696,13.79,90.4,591
2024/1/12 3:50,1,0,0,90.07,23.41,3646,13.82,88.47,525
2024/1/12 4:00,0,0,0,91.07,23.71,4132,13.5,90.5,562
2024/1/12 4:10,0,0,0,91.48,23.93,4696,13.28,90.56,548
2024/1/12 4:20,0,0,1,87.68,23.43,4998,13.14,91.3,570
2024/1/12 4:30,1,0,1,82.93,21.92,4460,13.13,91.89,599
2024/1/12 4:40,1,0,0,89.01,21.93,3726,13.2,92.1,681
2024/1/12 4:50,0,0,0,90.58,22.24,4066,12.96,92.28,624
2024/1/12 5:00,0,0,0,89.42,22.41,4592,12.72,92.36,608
2024/1/12 5:10,1,0,0,83.29,21.28,4425,12.56,92.48,615
2024/1/12 5:20,1,1,1,88.19,20.91,3332,12.64,92.58,729
2024/1/12 5:30,0,0,0,90.65,21.37,3553,12.69,91.69,639
2024/1/12 5:40,0,0,0,90.51,21.81,4067,12.46,92.56,623
2024/1/12 5:50,1,0,1,84.17,20.68,3675,12.63,92.18,595
2024/1/12 6:00,1,0,1,89.07,20.42,2954,13.03,91.94,660
2024/1/12 6:10,0,0,1,88.29,20.28,3242,13.33,92.22,681
2024/1/12 6:20,0,0,1,83.57,20.37,3663,13.76,89.96,574
2024/1/12 6:30,1,1,1,85.52,19.61,3105,14.23,89.43,584
2024/1/12 6:40,1,0,1,89.97,19.4,2471,14.92,87.27,611
2024/1/12 6:50,0,0,1,87.92,19.43,2819,15.64,83.06,513
2024/1/12 7:00,0,0,1,83.39,19.66,3310,16.34,81.38,511
2024/1/12 7:10,0,0,1,82.98,19.55,3588,16.73,79.55,509
2024/1/12 7:20,1,1,1,86.21,19.02,2609,17.56,72.29,493
2024/1/12 7:30,1,0,1,90.06,18.88,2183,17.96,71.39,486
2024/1/12 7:40,0,0,1,85.71,18.86,2597,18.06,70.39,475
2024/1/12 7:50,0,0,1,82.57,19,3056,18.51,68.27,467
2024/1/12 8:00,0,0,1,82.69,18.96,3306,18.59,68.26,464
2024/1/12 8:10,1,1,1,86.01,18.62,2427,18.85,68.22,464
2024/1/12 8:20,1,0,1,89.99,18.47,2323,19.47,65.19,457
2024/1/12 8:30,0,0,1,84.75,18.52,2770,19.83,62.61,459
2024/1/12 8:40,0,0,1,83.09,18.68,3215,20.07,62.87,466
2024/1/12 8:50,1,0,1,83.9,18.66,2848,20.19,62,461
2024/1/12 9:00,1,1,1,86.24,18.45,1945,20.89,60.28,457
2024/1/12 9:10,1,0,1,89,18.2,1911,21.6,57.32,457
2024/1/12 9:20,0,0,1,88.15,18.35,2296,21.47,56.29,452
2024/1/12 9:30,1,1,1,87.82,18.02,2069,21.9,55.02,437
2024/1/12 9:40,1,1,1,87.73,18.02,1693,22.85,54.72,452
2024/1/12 9:50,1,1,1,87.88,18.05,1552,22.11,55.41,437
2024/1/12 10:00,1,1,1,87.68,17.93,1453,22.25,55.97,450
2024/1/12 10:10,1,1,1,89.15,17.95,1436,22.32,55.95,430
2024/1/12 10:20,0,0,1,91.34,18.04,1718,22.7,55.59,421
